country,medialist
Belize,"['channel5belize.com', '7newsbelize.com', 'lovefm.com', 'belizefirst.com', 'belizemagazine.com', 'belizenews.com', 'belizean.com', 'reporter.bz', 'belizetimes.bz', 'guardian.bz', 'amandala.com.bz', 'lovetv.com.bz', 'cayecaulkerchronicles.com', 'ambergristoday.com', 'sanpedrodaily.com', 'sanpedrosun.com', 'ctv3belizenews.com', 'placenciabreeze.com', 'pgtv.info']"
Cocos Islands,['shire.cc']
Niue,['niueisland.com']
Algeria,"['radioalgerie.dz', 'entv.dz', 'aboutalgeria.com', 'algerep.com', 'alger-republicain.com', 'algeriabusinessinfo.com', 'algeria-newspapers.com', 'algeriatimes.net', 'algeriatimes.info', 'algeria-watch.org', 'algerie1.com', 'algerie360.com', 'algerie-focus.com', 'algerienetwork.com', 'algeriepatriotique.com', 'djazairess.com', 'dzfoot.com', 'elgoual.com', 'impact24.info', 'lematindz.net', 'lequotidienalgerie.org', 'livenewsalgerie.com', 'numidianewstv.com', 'presse-dz.com', 'tsa-algerie.com', 'eldjazaircom.dz', 'actuel-dz.com', 'ech-chaab.com', 'echoroukonline.com', 'elkhabar.com', 'elmoudjahid.com', 'elwatan.com', 'el-youm.info', 'joradp.dz', 'latribune-dz.com', 'liberte-algerie.com', 'aps.dz', 'newpressphoto.com', 'akhbarelyoum.dz', 'akhersaa-dz.com', 'albassair.org', 'al-fadjr.com', 'alger-info.com', 'algerieconfluences.com', 'competition.dz', 'derbypresse.dz', 'dknews-dz.com', 'sport.ennaharonline.com', 'elahdath.net', 'elayem.com', 'elbilad.net', 'el-hakaek.com', 'elheddaf.com', 'sport.elkhabar.com', 'el-massa.com', 'elmassar-ar.com', 'elmoudjahid-hebdo.com', 'elraaed.com', 'elwassat.com', 'elwatani.com', 'ennaharonline.com', 'hebdoimmobilier-dz.com', 'horizons-dz.com', 'infosoir.com', 'lanation.dz', 'lanation-arabe.dz', 'lnr-dz.com', 'lactualite-dz.info', 'lautomarche.com', 'lebuteur.com', 'lechiffredaffaires.net', 'lecitoyendz.com', 'lecourrier-dalgerie.com', 'sites.google.com', 'jeune-independant.net', 'lejourdalgerie.com', 'lejournaldaffaire.com', 'lemaghrebdz.com', 'lesoirdalgerie.com', 'letempsdz.com', 'lesdebats.com', 'lexpressiondz.com', 'lemidi-dz.com', 'planetesport.dz', 'reporters.dz', 'sawt-alahrar.net', 'transactiondalgerie.com', 'tribunelecteurs.com', 'wakteldjazair.com', 'akhbarachark.dz', 'annabacity.net', 'leprovincial.com', 'lestrepublicain.com', 'seybousetimes.com', 'bejaia-aujourdhui.com', 'bejaiainfo.com', 'batnainfo.com', 'blida-aps.dz', 'bordj.net', 'bordj.info', 'annasronline.com', 'constantine-aps.dz', 'elacil.com', 'infoconstantine.com', 'lequotidiendeconstantine.com', 'djelfa.info', 'sawtdjelfa.com', 'radio-eltarf.com', 'elwaha-dz.com', 'jijel.info', 'jijel-echo.com', 'laghouatinfo.net', 'mostaganem-aujourdhui.com', 'reflexiondz.net', 'alwaslonline.com', 'eldjoumhouria.dz', 'jeunessedalgerie.com', 'voix-oranie.com', 'carrefourdalgerie.com', 'lequotidien-oran.com', 'echo-doran.com', 'oranais.com', 'oran-aps.dz', 'ouestribune-dz.com', 'ouargla-aps.dz', 'ain-oulmene.com', 'kawalisse.com', 'lesetifien.com', 'setif.net', 'setif.info', 'setifnews.com', 'bel-abbes.info', 'lavoixdesidibelabbes.info', 'echosdesidibelabbes.info', 'ouest-info.org', 'infoskikda.com', 'souk-ahras.info', 'ouarsenis.com', 'kabyle.com', 'kabyleuniversel.com', 'depechedekabylie.com', 'siwel.info', 'tamurt.info']"
Svalbard and Jan Mayen Islands,['svalbardposten.no']
Brunei Darussalam,"['rtb.gov.bn', 'brudirect.com', 'bruneinews.net', 'borneobulletin.com.bn', 'bt.com.bn', 'mediapermata.com.bn', 'pelitabrunei.gov.bn']"
Guatemala,"['telediario.com.gt', 'noti7.com.gt', 'radiotgw.gob.gt', 'deguate.com', 'noticias.com.gt', 'plazapublica.com.gt', 'publicogt.com', 'todanoticia.com', 'elperiodico.com.gt', 'lahora.gt', 'prensalibre.com', 's21.com.gt', 'agn.com.gt', 'noticiasescuintla.com.gt', 'dca.gob.gt', 'noticias.emisorasunidas.com', 'nuestrodiario.com', 'publinews.gt', 'sonora.com.gt', 'elmetropolitano.com.gt', 'diariohoyxela.com.gt', 'elquetzalteco.com.gt', 'periodicolanoticia.com', 'stereo100.com.gt']"
Monaco,"['rivieraradio.mc', 'monaco.net', 'montecarlonews.it', 'monacolife.net', 'cloud.gouv.mc', 'monacomatin.mc', 'rivieratimes.com', 'rczeitung.com']"
Antigua and Barbuda,"['abstvradio.com', 'antiguachronicle.net', 'antiguatribune.com', 'caribantigua.com', 'caribarena.com', 'antiguaobserver.com', 'caribtimes.com']"
Ethiopia,"['ertagov.com', 'ectv.org', 'newbusinessethiopia.com', 'waltainfo.com', 'zehabesha.com', 'amharicnews.com', 'awrambatimes.com', 'cyberethiopia.com', 'cyberzena.com', 'ecadforum.com', 'ethiomedia.com', 'ethionewsdirect.com', 'ethiopiaforums.com', 'ethioforum.org', 'ethiopian-news.com', 'ethioobserver.net', 'ethiopianreview.com', 'ethiopianism.net', 'ezega.com', 'maledatimes.com', 'ethiopians.com', 'nazret.com', 'addisadmassnews.com', 'lesnouvelles.org', 'ena.gov.et', 'addisfortune.net', 'capitalethiopia.com', 'ethiopianreporter.com', 'thereporterethiopia.com', 'tigraionline.com']"
Dominican Republic,"['cdn.com.do', 'centroinformativodominicano.com', 'colorvision.com.do', 'noticias16.com', 'noticiassin.com', 'noticiastelemicro.com', 'teleuniversotv.com', '7dias.com.do', 'bajotecho.com.do', 'diariodigital.com.do', 'diariodominicano.com', 'diariohorizonte.com', 'dominicanrepublicpost.com', 'dominicantoday.com', 'hallo-editorial.com', 'dominicanodigital.com', 'domrep-magazin.de', 'dr1.com', 'eltitular.do', 'ensegundos.net', 'redom.com', 'superdiario.net', 'ultimasnoticias.com.do', 'dominicancentral.com', 'infosdomingo.com', 'rdnoticias.com', 'diariolibre.com', 'elcaribe.com.do', 'elnacional.com.do', 'elnuevodiario.com.do', 'hoy.com.do', 'lainformacion.com.do', 'listin.com.do', 'elmasacre.com', 'diarioadiario.com', 'eldia.com.do', 'primicias.com.do', 'z101digital.com', 'eljaya.com', 'telenord.com.do', 'costaverdedr.com', 'cabaretedr.com', 'theadscene.com', 'periodicoelfaro.com.do', 'gringo-times.com', 'popreport.com', 'puertoplatanews.com', 'puertoplataregion.com', 'serie37.com', 'infosdiario.com', 'barrigaverde.net', 'canal25rd.com', 'walkergonzalez.com']"
Isle of Man,"['three.fm', 'manxradio.com', 'iomguide.com', 'isleofman.isle-news.com', 'manx.net', 'iomtoday.co.im']"
South Africa,"['ann7.com', 'businessdaytv.co.za', 'channelafrica.co.za', 'enca.com', 'sabc.co.za', 'supersport.com', 'buzzsouthafrica.com', 'dailymaverick.co.za', 'ewn.co.za', 'sagoodnews.co.za', 'news.google.co.za', 'iafrica.com', 'inthenews.co.za', 'iol.co.za', 'koerant.co.za', 'netwerk24.com', 'news.co.za', 'news24.com', 'newspapers.co.za', 'politicsweb.co.za', 'polity.org.za', 'southafrica.info', 'southafricatoday.net', 'sport24.co.za', 'expatica.com', 'southafrica2day.com', 'financialmail.co.za', 'noseweek.co.za', 'citypress.co.za', 'mg.co.za', 'rapport.co.za', 'sake24.com', 'sapa.org.za', 'isoexpress.co.za', 'dispatchlive.co.za', 'eastlondonexpress.co.za', 'grocotts.co.za', 'jbaynews.com', 'kougaexpress.co.za', 'mthathaexpress.co.za', 'theannouncer.co.za', 'sunshinecoastexpress.co.za', 'heraldlive.co.za', 'pe-express.co.za', 'sportelizabeth.co.za', 'theweekendpost.com', 'stfrancischronicle.com', 'stfrancisvillagenews.com', 'ud-news.co.za', 'volksblad.com', 'ofm.co.za', 'albertonrecord.co.za', 'alexnews.co.za', 'bedfordviewedenvalenews.co.za', 'benonicitytimes.co.za', 'boksburgadvertiser.co.za', 'brakpanherald.co.za', 'carletonvilleherald.com', 'rekordcenturion.co.za', 'fourwaysreview.co.za', 'germistoncitynews.co.za', 'heidelbergnigelheraut.co.za', '702.co.za', 'beeld.com', 'bdlive.co.za', 'citizen.co.za', 'gbn.co.za', 'thenewage.co.za', 'sowetanlive.co.za', 'sundayworld.co.za', 'timeslive.co.za', 'citybuzz.co.za', 'africanreporter.co.za', 'joburgeastexpress.co.za', 'northeasterntribune.co.za', 'comarochronicle.co.za', 'kemptonexpress.co.za', 'krugersdorpnews.co.za', 'lenasia-times.co.za', 'lenzinfo.co.za', 'risingsunlenasia.co.za', 'midrandreporter.co.za', 'northcliffmelvilletimes.co.za', 'societynews.co.za', 'rekordeast.co.za', 'randburgsun.co.za', 'sandtonmag.co.za', 'sandtonchronicle.co.za', 'sedibengster.com', 'vaalweekblad.com', 'vaalweekly.com', 'southcoastsun.co.za', 'ballito-fever.co.za', 'ballitonews.co.za', 'thebugle.co.za', 'lifestyleads.co.za', 'bereamail.co.za', 'tabloidmedia.co.za', 'risingsunchatsworth.co.za', 'durbannews.co.za', 'ecr.co.za', 'ilanganews.co.za', 'kbn.co.za', 'southlandssun.co.za', 'zululandobserver.co.za', 'greytown.co.za', 'ladysmithgazette.co.za', 'newcastleadvertiser.co.za', 'pmbfever.co.za', 'maritzburgsun.co.za', 'witness.co.za', 'highwaymail.co.za', 'southcoastherald.co.za', 'northglennews.co.za', 'umhlanganews.co.za', 'zoutnet.co.za', 'herald.co.za', 'polokwaneexpress.co.za', 'observer.co.za', 'kwevoel.co.za', 'lowvelder.co.za', 'nkomazivoice.com', 'kormorant.co.za', 'potchefstroomherald.co.za', 'cbn.co.za', 'capetalk.co.za', 'dieburger.com', 'dieson.mobi', 'landbou.com', 'vocfm.co.za', 'tygerburger.co.za', 'peoplespost.co.za', 'edenexpress.co.za', 'georgeherald.com', 'districtmail.com', 'thenewspaper.co.za', 'hermanustimes.co.za', 'paarlpost.co.za', 'cxpress.co.za', 'edgecommunitynews.com', 'eikestadnuus.co.za', 'weslander.co.za', 'breede.com']"
Costa Rica,"['monumental.co.cr', 'columbia.co.cr', 'repretel.com', 'teletica.com', 'amcostarica.com', 'thecostaricanews.com', 'crhoy.com', 'elpais.cr', 'elperiodicocr.com', 'inews.co.cr', 'informa-tico.com', 'insidecostarica.com', 'no.ticiero.com', 'noticiasdecostarica.com', 'qcostarica.com', 'sellingcr.com', 'costaricanewssite.com', 'explorecostarica.com', 'ekaenlinea.com', 'aldia.cr', 'diarioextra.com', 'nacion.com', 'prensalibre.cr', 'larepublica.net', 'laprovincia.cr', 'vozdeguanacaste.com', 'primeroennoticias.com', 'tamarindonews.com', 'fortinoticias.com', 'elfinancierocr.com', 'gaceta.go.cr', 'lateja.co.cr', 'ticotimes.net']"
Andorra,"['andorradifusio.ad', 'ara.ad', 'forum.ad', 'diariandorra.ad', 'ana.ad', 'bondia.ad', 'elperiodic.ad', 'mes.ad']"
Antarctica,"['ecophotoexplorers.com', 'livescience.com', 'en.mercopress.com', 'scar.org', 'theguardian.com', 'telegraph.co.uk', 'antarcticsun.usap.gov']"
Nauru,"['loopnauru.com', 'nauru-news.com']"
Wallis and Futuna Islands,['la1ere.francetvinfo.fr']
Congo Brazzaville,"['brazza-news.com', 'congo-liberty.com', 'congopage.com', 'congo-site.com', 'dac-presse.com', 'journaldebrazza.com', 'starducongo.com', 'zenga-mambu.com', 'lesdepechesdebrazzaville.fr', 'adiac-congo.com', 'lasemaineafricaine.net']"
Senegal,"['rts.sn', 'actusen.com', 'arenebi.com', 'au-senegal.com', 'dakaractu.com', 'dakar-info.com', 'devoircitoyen.fr', 'homeviewsenegal.com', 'igfm.sn', 'infosen.net', 'jdd.sn', 'leral.net', 'leuksenegal.com', 'nettali.net', 'rewmi.com', 'sen24heures.com', 'senenews.com', 'sen360.com', 'sénégal.info', 'senego.com', 'senetoile.net', 'seneweb.com', 'xalimasn.com', 'lesoleil.sn', 'sudonline.sn', 'walf-groupe.com', 'aps.sn', 'enqueteplus.com', 'lagazette.sn', 'lequotidien.sn']"
Spain,"['antena3.com', 'cuatro.com', 'ondacero.es', 'rtve.es', 'telecinco.es', '20minutos.es', 'agrodigital.com', 'agroinformacion.com', 'cunoticias.com', 'diariocritico.com', 'diariosigloxxi.com', 'elboletin.com', 'elconfidencial.com', 'elconfidencialdigital.com', 'eldiario.es', 'elimparcial.es', 'elsemanaldigital.com', 'estrelladigital.es', 'news.google.es', 'hispanidad.com', 'lainformacion.com', 'lasemana.es', 'lavozlibre.com', 'libertaddigital.com', 'msn.com', 'noticiasdebolsa.com', 'noticierouniversal.com', 'periodistadigital.com', 'que.es', 'spanishnewstoday.com', 'terra.es', 'thelocal.es', 'typicallyspanish.com', 'vozpopuli.com', 'es.noticias.yahoo.com', 'expatica.com', 'hola.com', 'abc.es', 'as.com', 'boe.es', 'cincodias.com', 'elmundo.es', 'elpais.com', 'expansion.com', 'lagaceta.es', 'marca.com', 'sport.es', 'efe.com', 'europapress.es', 'es.reuters.com', 'aguilardigital.es', 'aguilarnoticias.com', 'alboloteinformacion.com', 'andaluciainformacion.es', 'algecirasalminuto.com', 'algecirasnoticias.com', 'europasur.es', 'alhaurin.com', 'alhaurindelatorre.com', 'diariolatorre.es', 'rtvalhaurinelgrande.com', 'almeria24h.com', 'almeria360.com', 'costa-news.com', 'elalmeria.es', 'euroweeklynews.com', 'hlmspain.com', 'ideal.es', 'lagacetadealmeria.com', 'lavozdealmeria.com', 'noticiasdealmeria.com', 'telealmerianoticias.es', 'almontealdia.com', 'almunecardigital.com', 'costadigital.es', 'infocostatropical.com', 'lasierranoticias.com', 'baenadigital.com', 'baezaactualidad.es', 'bailendigital.com', 'benalmadenadigital.es', 'elnoticierodigital.com', 'cabranoticias.com', 'cadizdirecto.com', 'cadizempresa.com', 'diariobahiadecadiz.com', 'diariodecadiz.es', 'lavozdigital.es', 'carmonainformacion.com', 'thenewsonline.es', 'diariocordoba.com', 'eldiadecordoba.es', 'lacalledecordoba.com', 'diariosol.es', 'semanarioelbolichero.com', 'granadadigital.es', 'granadahoy.com', 'radiogranada.es', 'elperiodicodehuelva.es', 'huelvainformacion.es', 'diariojaen.es', 'noticiascadadia.com', 'diariodejerez.es', 'radiojerez.com', 'linares28.es', 'lucenadigital.com', 'lucenahoy.com', 'noticiasaljarafe.es', 'cope.es', 'thecultureclique.com', 'laopiniondemalaga.es', 'malagadiario.com', 'malagahoy.es', 'svenskamagasinet.nu', 'surinenglish.com', 'diariosur.es', 'manilvalife.com', 'theresident.eu', 'costanachrichten.com', 'spanishsunnewspaper.com', 'sydkusten.es', 'elindalico.es', 'montillabierta.es', 'montilladigital.com', 'montillanoticias.com', 'montillaonline.com', 'theolivepress.es', 'priegodigital.com', 'puentegenilnoticias.com', 'puertorealhoy.es', 'sevilla.abc.es', 'andalucia24horas.com', 'agendaempresa.com', 'cadenaser.com', 'diariodesevilla.es', 'elcorreoweb.es', 'estadiodeportivo.com', 'diariotorredonjimeno.es', 'diariodetorremolinos.com', 'ubedadigital.es', 'elperiodicodeubrique.com', 'utreraweb.com', 'valverdediario.es', 'diarioaxarquia.com', 'ejeadigital.com', 'diariodelaltoaragon.es', 'radiohuesca.com', 'diariodeteruel.es', 'andalan.es', 'arredol.com', 'aragondigital.es', 'heraldo.es', 'elperiodicodearagon.com', 'elcomercio.es', 'asturies.com', 'asturiasopinion.com', 'lne.es', 'lavozdeasturias.es', 'noticiasoviedo.es', 'mallorcavandaag.com', 'diariodeibiza.es', 'ultimahora.es', 'www', 'menorca.info', 'dbalears.cat', 'diariodemallorca.es', 'majorcadailybulletin.com', 'themallorca.net', 'mallorcaconfidencial.com', 'mallorcazeitung.es', 'setmanarisoller.cat', 'sollernet.com', 'cronicasdelanzarote.es', 'diariodelanzarote.com', 'lavozdelanzarote.com', 'fuertenews.com', 'infonortedigital.com', 'canarias7.es', 'elapuron.com', 'fuerteventuranews.com', 'lagacetadecanarias.net', 'laprovincia.es', 'islandconnections.eu', 'fuerteventuradigital.com', 'lanzarotedigital.com', 'canarianweekly.com', 'thepaper.net', 'canariasport.com', 'canarias24horas.com', 'diariodeavisos.es', 'eldia.es', 'elilustrador.es', 'kanarenexpress.com', 'laopinion.es', 'newsinthesun.com', 'noticiacanaria.com', 'tenerifenews.com', 'thetenerifesun.com', 'castrodigital.webcindario.com', 'eldiarioalerta.com', 'cantabriadiario.com', 'cantabrialiberal.com', 'cronicadecantabria.com', 'eldiariomontanes.es', 'eldiadigital.es', 'lacerca.com', 'latribunadealbacete.es', 'latribunadeciudadreal.es', 'lanzadigital.com', 'latribunadecuenca.es', 'guadanews.es', 'guadaque.com', 'guadalajaradosmil.es', 'lacronica.net', 'latribunadeguadalajara.es', 'nuevaalcarria.com', 'radioazul.es', 'radio90.net', 'latribunadetalavera.es', 'latribunadetoledo.es', 'arandadirecto.com', 'diariodelaribera.net', 'radioaranda.com', 'astorga.com', 'avilared.com', 'diariodeavila.es', 'diariodeburgos.es', 'elcorreodeburgos.com', 'diariodeleon.es', 'lacronicadeleon.es', 'leon7dias.com', 'leonactualidad.es', 'diariopalentino.es', 'bierzo7.com', 'bierzodeportes.com', 'elbierzodigital.com', 'lagacetadesalamanca.es', 'noticiasdesalamanca.com', 'salamanca24horas.com', 'tribunasalamanca.com', 'acueducto2.com', 'eladelantado.com', 'diariodesoria.es', 'heraldodesoria.es', 'cerestv.es', 'eldiadevalladolid.com', 'elnortedecastilla.es', 'laopiniondezamora.es', '324.cat', 'noticies.net', 'ara.cat', 'barcelonanews.net', 'catalunyapress.cat', 'catradio.cat', 'diaridebarcelona.com', 'e-noticies.cat', 'eldiari.cat', 'mundodeportivo.com', 'elperiodico.cat', 'elperiodico.com', 'elplural.com', 'elpuntavui.cat', 'elsingular.cat', 'eltriangle.eu', 'lavanguardia.com', 'lepetitjournal.com', 'mondivers.cat', 'naciodigital.cat', 'sport-arabic.com', 'sport-english.com', 'iberia-universal.com', 'vilaweb.cat', 'elbruguers.cat', 'diaridegirona.cat', 'el9nou.cat', 'veuanoia.cat', 'lamanyana.es', 'diarisegre.com', 'diaridemanlleu.com', 'regio7.cat', 'diaridesantcugat.cat', 'eldimoni.com', 'diaridetarragona.com', 'diarideterrassa.es', 'elvallenc.cat', 'el3devuit.cat', 'diaridevilanova.cat', 'ceutaldia.com', 'elfarodigital.es', 'elpueblodeceuta.es', 'digitalextremadura.com', 'hoy.es', 'lacronicabadajoz.com', 'semanariovegasaltas.es', 'elperiodicoextremadura.com', 'ventanadigital.com', 'crtvg.es', 'canaldeportivo.com', 'elidealgallego.com', 'laopinioncoruna.es', 'lavozdegalicia.es', 'radiocoruna.com', 'xornalgalicia.com', 'diariodeferrol.com', 'galiciaartabradigital.com', 'vieiros.com', 'elprogreso.galiciae.com', 'laregion.es', 'diariodepontevedra.galiciae.com', 'noticiasgalicia.com', 'axencia.com', 'correotv.es', 'galiciae.com', 'elcorreogallego.es', 'galiciahoxe.com', 'atlantico.net', 'farodevigo.es', 'noticiasvigo.es', 'televigo.com', 'vigoempresa.com', 'diariodearousa.com', 'lanoticia.es', 'radioharo.com', 'esrioja.es', 'larioja.com', 'radiorioja.es', 'rioja2.com', 'alcaladehenaresactualidad.es', 'diariodealcala.es', 'diariodeboadilla.es', 'fuenlabradanoticias.com', 'getafehoy.es', 'getafenoticias.com', 'diagonalperiodico.net', 'eldigitaldemadrid.es', 'eleconomista.es', 'elmundofinanciero.com', 'eluniversodemadrid.es', 'gaceta.es', 'larazon.es', 'madridactual.es', 'madridactualidad.es', 'madridiario.es', 'madriddigital.info', 'madridpress.com', 'mkespana.ru', 'publico.es', 'telemadrid.es', 'mostolesaldia.com', 'eltelegrama.es', 'infomelilla.com', 'meliya.com', 'melillahoy.es', 'elfaro.es', 'laopiniondemurcia.es', 'laverdad.es', 'murcia.com', 'murciatoday.com', 'noticiasmurcia.com', 'diariodenavarra.es', 'noticiasdenavarra.com', 'pamplonaactual.com', 'berria.info', 'goierri.hitza.eus', 'deia.com', 'elcorreo.com', 'diariovasco.com', 'gara.net', 'noticiasdegipuzkoa.com', 'herria.info', 'ukdigitala.com', 'kronika.net', 'argia.com', 'tolosaldekohitza.info', 'astekaridigitala.net', 'noticiasdealava.com', 'ciudaddealcoy.com', 'radioalcoy.com', 'alicantenoticias.es', 'alicantetoday.com', 'cbz.es', 'diarioinformacion.com', 'lasprovincias.es', 'prensaynoticias.com', 'halloonline.com', 'holabenidorm.com', 'castellonnoticias.com', 'levante-emv.com', 'elperiodicomediterraneo.com', 'radiocastellon.com', 'culleradigital.com', 'saz-aktuell.com', 'radioelche.com', 'radioelda.com', 'radiogandia.net', 'javeanews.co.uk', 'radioontinyent.com', 'bajo-segura.com', 'orihueladigital.es', 'el-economico.com', 'costacomunicaciones.es', 'laopiniondetorrent.es', 'torreguia.es', 'thepost.es', 'ahoravalencia.es', 'deportevalenciano.com', 'eltemps.cat', 'lavozdigital.net', 'minidiario.com', 'panorama-actual.es', 'superdeporte.es', 'vlcnoticias.com']"
Cayman Islands,"['cayman27.com.ky', 'radiocayman.gov.ky', 'gov.ky', 'caymannewsservice.com', 'caymanreporter.com', 'cnsbusiness.com', 'loopcayman.com', 'caymannetnews.com.ky', 'compasscayman.com', 'ieyenews.com', 'trader.ky']"
Greenland,"['knr.gl', 'sermitsiaq.ag', 'nuuktv.gl']"
Add Modify Link,[]
Brazil,[]
South Georgia and South Sandwich Islands,['sgisland.gs']
Indonesia,"['indosiar.com', 'metrotvnews.com', 'rri-online.com', 'astaga.com', 'news.detik.com', 'indonesiaheadlines.com', 'indonesianews.net', 'insideindonesia.org', 'jpnn.com', 'kompas.com', 'okezone.com', 'sigmanews.us', 'tempo.co', 'viva.co.id', 'gatra.com', 'hidayatullah.com', 'kontan.co.id', 'swa.co.id', 'magz.tempo.co', 'majalah.tempo.co', 'koran.tempo.co', 'mediaindonesia.com', 'poskotanews.com', 'rakyatmerdeka.co.id', 'republika.co.id', 'antaranews.com', 'balipost.co.id', 'bisnisbali.com', 'bangka.tribunnews.com', 'radarbanten.com', 'tangerangekspres.com', 'bengkuluekspress.com', 'bisnis.com', 'harianterbit.com', 'indopos.co.id', 'shangbaoindonesia.com', 'investor.co.id', 'thejakartaglobe.com', 'jakartanews.net', 'thejakartapost.com', 'jurnas.com', 'koran-jakarta.com', 'koran-sindo.com', 'sinarharapan.co.id', 'suarakarya-online.com', 'suarapembaruan.com', 'jambiekspres.co.id', 'klik-galamedia.com', 'pikiran-rakyat.com', 'radarbandung.co.id', 'jabar.tribunnews.com', 'suaramerdeka.com', 'solopos.com', 'suryamalang.tribunnews.com', 'jawapos.com', 'surabayapost.info', 'pontianak.tribunnews.com', 'banjarmasin.tribunnews.com', 'epaper.mediakalimantan.com', 'kaltimpost.co.id', 'kaltim.tribunnews.com', 'sapos.co.id', 'surabaya.tribunnews.com', 'batampos.co.id', 'haluankepri.com', 'lampost.co', 'lampung.tribunnews.com', 'aceh.tribunnews.com', 'kupang.tribunnews.com', 'cenderawasihpos.com', 'haluanriau.com', 'riaupos.com', 'fajar.co.id', 'makassarterkini.com', 'harianhaluan.com', 'padangekspres.co.id', 'posmetropadang.com', 'hariansinggalang.co.id', 'upeks.co.id', 'palembang.tribunnews.com', 'hariankomentar.com', 'manadopostonline.com', 'analisadaily.com', 'beritasore.com', 'harianandalas.com', 'jurnalmedan.com', 'kini.co.id', 'medanbisnisonline.com', 'hariansib.com', 'medan.tribunnews.com', 'waspada.co.id', 'krjogja.com', 'radarjogja.co.id']"
Bolivia,"['boliviatv.bo', 'erbol.com.bo', 'facetasdeportivastv.com', 'radiofides.com', 'bolivia.com', 'boliviaentusmanos.com', 'eju.tv', 'hoybolivia.com', 'nos24.com', 'noticiasbolivianas.com', 'ultimasnoticiasbolivia.com', 'urgentebo.com', 'bolivianexpress.org', 'datos-bo.com', 'laprensa.com.bo', 'la-razon.com', 'abi.bo', 'noticiasfides.com', 'bolpress.com', 'lapalabradelbeni.com.bo', 'correodelsur.com', 'lavoz.com.bo', 'lostiempos.com', 'opinion.com.bo', 'eabolivia.com', 'cambio.bo', 'eldiario.net', 'jornadanet.com', 'paginasiete.bo', 'lapatriaenlinea.com', 'elpotosi.net', 'monteronoticias.com', 'eldeber.com.bo', 'eldia.com.bo', 'elmundo.com.bo', 'laestrelladeloriente.com', 'diarioandaluz.com', 'elnacionaltarija.com', 'elpaisonline.com', 'elperiodico-digital.com', 'diarionuevosur.com', 'elchaqueno.com']"
